Running on node: odo02
Python3 executable path: /gpfs/wolf2/olcf/trn040/scratch/kmn3/envs/hf-transformers1/bin/python3
Current working directory: /gpfs/wolf2/olcf/trn040/scratch/kmn3
(22615, 2)
{'question': 'what are the signs and symptoms of CBB disease?', 'answers': 'The disease causes wilting, yellowing of the leaves, and rotting of the stems and roots'}
trainable params: 3,407,872 || all params: 8,033,669,120 || trainable%: 0.0424
{'loss': 1.3728, 'grad_norm': 25.202566146850586, 'learning_rate': 4e-05, 'num_tokens': 181004.0, 'mean_token_accuracy': 0.6340382277965546, 'epoch': 0.67}
{'loss': 1.3402, 'grad_norm': 19.4653263092041, 'learning_rate': 4e-05, 'num_tokens': 181635.0, 'mean_token_accuracy': 0.6622793948650361, 'epoch': 0.68}
{'loss': 1.5092, 'grad_norm': 17.036972045898438, 'learning_rate': 4e-05, 'num_tokens': 182260.0, 'mean_token_accuracy': 0.6329428261518478, 'epoch': 0.68}
{'loss': 1.2593, 'grad_norm': 54.22614669799805, 'learning_rate': 4e-05, 'num_tokens': 182852.0, 'mean_token_accuracy': 0.6822029936313629, 'epoch': 0.68}
{'loss': 1.3571, 'grad_norm': 42.681243896484375, 'learning_rate': 4e-05, 'num_tokens': 183415.0, 'mean_token_accuracy': 0.6732720673084259, 'epoch': 0.68}
{'loss': 1.3443, 'grad_norm': 18.489776611328125, 'learning_rate': 4e-05, 'num_tokens': 183998.0, 'mean_token_accuracy': 0.6722777611017228, 'epoch': 0.69}
{'loss': 1.3801, 'grad_norm': 13.76270580291748, 'learning_rate': 4e-05, 'num_tokens': 184616.0, 'mean_token_accuracy': 0.6413902390003204, 'epoch': 0.69}
{'loss': 1.377, 'grad_norm': 15.40068244934082, 'learning_rate': 4e-05, 'num_tokens': 185191.0, 'mean_token_accuracy': 0.640892938375473, 'epoch': 0.69}
{'loss': 1.3046, 'grad_norm': 52.3519401550293, 'learning_rate': 4e-05, 'num_tokens': 185803.0, 'mean_token_accuracy': 0.663039279282093, 'epoch': 0.69}
{'loss': 1.3544, 'grad_norm': 25.43439292907715, 'learning_rate': 4e-05, 'num_tokens': 186420.0, 'mean_token_accuracy': 0.6599820375442504, 'epoch': 0.69}
{'loss': 1.1819, 'grad_norm': 21.922880172729492, 'learning_rate': 4e-05, 'num_tokens': 187033.0, 'mean_token_accuracy': 0.6922127044200898, 'epoch': 0.7}
{'loss': 1.3619, 'grad_norm': 19.419355392456055, 'learning_rate': 4e-05, 'num_tokens': 187609.0, 'mean_token_accuracy': 0.6539952084422112, 'epoch': 0.7}
{'loss': 1.3351, 'grad_norm': 18.626859664916992, 'learning_rate': 4e-05, 'num_tokens': 188180.0, 'mean_token_accuracy': 0.6594526608288288, 'epoch': 0.7}
{'loss': 1.2741, 'grad_norm': 31.926937103271484, 'learning_rate': 4e-05, 'num_tokens': 188785.0, 'mean_token_accuracy': 0.7095909261703491, 'epoch': 0.7}
{'loss': 1.326, 'grad_norm': 18.911720275878906, 'learning_rate': 4e-05, 'num_tokens': 189376.0, 'mean_token_accuracy': 0.6592955431342125, 'epoch': 0.71}
{'loss': 1.3329, 'grad_norm': 20.211278915405273, 'learning_rate': 4e-05, 'num_tokens': 189962.0, 'mean_token_accuracy': 0.6495689988136292, 'epoch': 0.71}
{'loss': 1.3584, 'grad_norm': 25.23828887939453, 'learning_rate': 4e-05, 'num_tokens': 190563.0, 'mean_token_accuracy': 0.6520038804411888, 'epoch': 0.71}
{'loss': 1.4045, 'grad_norm': 25.0593318939209, 'learning_rate': 4e-05, 'num_tokens': 191155.0, 'mean_token_accuracy': 0.6349756786227226, 'epoch': 0.71}
{'loss': 1.275, 'grad_norm': 17.933732986450195, 'learning_rate': 4e-05, 'num_tokens': 191734.0, 'mean_token_accuracy': 0.6599897135794163, 'epoch': 0.71}
{'loss': 1.4749, 'grad_norm': 15.80930233001709, 'learning_rate': 4e-05, 'num_tokens': 192304.0, 'mean_token_accuracy': 0.6395001059770584, 'epoch': 0.72}
{'loss': 1.3335, 'grad_norm': 39.249847412109375, 'learning_rate': 4e-05, 'num_tokens': 192847.0, 'mean_token_accuracy': 0.6628112858533859, 'epoch': 0.72}
{'loss': 1.2764, 'grad_norm': 20.34162712097168, 'learning_rate': 4e-05, 'num_tokens': 193435.0, 'mean_token_accuracy': 0.6741226631402969, 'epoch': 0.72}
{'loss': 1.4226, 'grad_norm': 28.47260284423828, 'learning_rate': 4e-05, 'num_tokens': 194074.0, 'mean_token_accuracy': 0.6666315126419068, 'epoch': 0.72}
{'loss': 1.3876, 'grad_norm': 17.53586769104004, 'learning_rate': 4e-05, 'num_tokens': 194592.0, 'mean_token_accuracy': 0.668269720673561, 'epoch': 0.73}
{'loss': 1.3533, 'grad_norm': 65.65237426757812, 'learning_rate': 4e-05, 'num_tokens': 195171.0, 'mean_token_accuracy': 0.6634883832931519, 'epoch': 0.73}
{'loss': 1.2937, 'grad_norm': 17.59423828125, 'learning_rate': 4e-05, 'num_tokens': 195759.0, 'mean_token_accuracy': 0.6231989270448685, 'epoch': 0.73}
{'loss': 1.3107, 'grad_norm': 13.712055206298828, 'learning_rate': 4e-05, 'num_tokens': 196336.0, 'mean_token_accuracy': 0.6672087851166725, 'epoch': 0.73}
{'loss': 1.371, 'grad_norm': 21.731449127197266, 'learning_rate': 4e-05, 'num_tokens': 196947.0, 'mean_token_accuracy': 0.6825788843631745, 'epoch': 0.73}
{'loss': 1.4634, 'grad_norm': 12.122756958007812, 'learning_rate': 4e-05, 'num_tokens': 197555.0, 'mean_token_accuracy': 0.6416841128468513, 'epoch': 0.74}
{'loss': 1.2631, 'grad_norm': 14.611737251281738, 'learning_rate': 4e-05, 'num_tokens': 198164.0, 'mean_token_accuracy': 0.6755753076076507, 'epoch': 0.74}
{'loss': 1.2346, 'grad_norm': 20.339054107666016, 'learning_rate': 4e-05, 'num_tokens': 198723.0, 'mean_token_accuracy': 0.7152409374713897, 'epoch': 0.74}
{'loss': 1.3257, 'grad_norm': 19.642221450805664, 'learning_rate': 4e-05, 'num_tokens': 199314.0, 'mean_token_accuracy': 0.6735242995619773, 'epoch': 0.74}
{'loss': 1.3759, 'grad_norm': 18.39786720275879, 'learning_rate': 4e-05, 'num_tokens': 199905.0, 'mean_token_accuracy': 0.655079205930233, 'epoch': 0.75}
{'loss': 1.1484, 'grad_norm': 13.6713228225708, 'learning_rate': 4e-05, 'num_tokens': 200529.0, 'mean_token_accuracy': 0.7116923159360886, 'epoch': 0.75}
{'loss': 1.2227, 'grad_norm': 26.043270111083984, 'learning_rate': 4e-05, 'num_tokens': 201153.0, 'mean_token_accuracy': 0.6574638515710831, 'epoch': 0.75}
{'loss': 1.2685, 'grad_norm': 15.596867561340332, 'learning_rate': 4e-05, 'num_tokens': 201762.0, 'mean_token_accuracy': 0.6515790843963623, 'epoch': 0.75}
{'loss': 1.3549, 'grad_norm': 60.55683517456055, 'learning_rate': 4e-05, 'num_tokens': 202343.0, 'mean_token_accuracy': 0.6333049756288528, 'epoch': 0.75}
{'loss': 1.4001, 'grad_norm': 23.722820281982422, 'learning_rate': 4e-05, 'num_tokens': 202929.0, 'mean_token_accuracy': 0.6555245235562325, 'epoch': 0.76}
{'loss': 1.1366, 'grad_norm': 15.940447807312012, 'learning_rate': 4e-05, 'num_tokens': 203570.0, 'mean_token_accuracy': 0.7152714300155639, 'epoch': 0.76}
{'loss': 1.1835, 'grad_norm': 26.11734962463379, 'learning_rate': 4e-05, 'num_tokens': 204150.0, 'mean_token_accuracy': 0.6567855396866799, 'epoch': 0.76}
{'loss': 1.3391, 'grad_norm': 24.236652374267578, 'learning_rate': 4e-05, 'num_tokens': 204749.0, 'mean_token_accuracy': 0.6643175840377807, 'epoch': 0.76}
{'loss': 1.2825, 'grad_norm': 25.147714614868164, 'learning_rate': 4e-05, 'num_tokens': 205356.0, 'mean_token_accuracy': 0.6596208879351616, 'epoch': 0.76}
{'loss': 1.3284, 'grad_norm': 25.382793426513672, 'learning_rate': 4e-05, 'num_tokens': 205996.0, 'mean_token_accuracy': 0.6443562546372413, 'epoch': 0.77}
{'loss': 1.2393, 'grad_norm': 35.24649429321289, 'learning_rate': 4e-05, 'num_tokens': 206558.0, 'mean_token_accuracy': 0.6648873269557953, 'epoch': 0.77}
{'loss': 1.3698, 'grad_norm': 19.71015167236328, 'learning_rate': 4e-05, 'num_tokens': 207148.0, 'mean_token_accuracy': 0.647582223713398, 'epoch': 0.77}
{'loss': 1.3306, 'grad_norm': 18.884057998657227, 'learning_rate': 4e-05, 'num_tokens': 207737.0, 'mean_token_accuracy': 0.6498084670305252, 'epoch': 0.77}
{'loss': 1.1721, 'grad_norm': 14.374390602111816, 'learning_rate': 4e-05, 'num_tokens': 208391.0, 'mean_token_accuracy': 0.6886574226617813, 'epoch': 0.78}
{'loss': 1.3697, 'grad_norm': 33.65736389160156, 'learning_rate': 4e-05, 'num_tokens': 208954.0, 'mean_token_accuracy': 0.6693344420194626, 'epoch': 0.78}
{'loss': 1.2413, 'grad_norm': 24.348337173461914, 'learning_rate': 4e-05, 'num_tokens': 209514.0, 'mean_token_accuracy': 0.6730212360620499, 'epoch': 0.78}
{'loss': 1.2137, 'grad_norm': 22.09903335571289, 'learning_rate': 4e-05, 'num_tokens': 210064.0, 'mean_token_accuracy': 0.6881165546178818, 'epoch': 0.78}
{'loss': 1.1872, 'grad_norm': 20.482585906982422, 'learning_rate': 4e-05, 'num_tokens': 210618.0, 'mean_token_accuracy': 0.6823366677761078, 'epoch': 0.78}
{'loss': 1.2211, 'grad_norm': 22.342201232910156, 'learning_rate': 4e-05, 'num_tokens': 211241.0, 'mean_token_accuracy': 0.6873818504810333, 'epoch': 0.79}
{'loss': 1.1667, 'grad_norm': 217.93161010742188, 'learning_rate': 4e-05, 'num_tokens': 211789.0, 'mean_token_accuracy': 0.6934594905376434, 'epoch': 0.79}
{'loss': 1.2753, 'grad_norm': 35.77965545654297, 'learning_rate': 4e-05, 'num_tokens': 212361.0, 'mean_token_accuracy': 0.6690593007206916, 'epoch': 0.79}
{'loss': 1.1764, 'grad_norm': 11.721951484680176, 'learning_rate': 4e-05, 'num_tokens': 212950.0, 'mean_token_accuracy': 0.7168102198839188, 'epoch': 0.79}
{'loss': 1.2761, 'grad_norm': 23.054035186767578, 'learning_rate': 4e-05, 'num_tokens': 213504.0, 'mean_token_accuracy': 0.6718475806713105, 'epoch': 0.8}
{'loss': 1.2814, 'grad_norm': 92.70368957519531, 'learning_rate': 4e-05, 'num_tokens': 214093.0, 'mean_token_accuracy': 0.6904312700033188, 'epoch': 0.8}
{'loss': 1.3574, 'grad_norm': 12.355561256408691, 'learning_rate': 4e-05, 'num_tokens': 214690.0, 'mean_token_accuracy': 0.6693812692165375, 'epoch': 0.8}
{'loss': 1.3349, 'grad_norm': 33.40220260620117, 'learning_rate': 4e-05, 'num_tokens': 215260.0, 'mean_token_accuracy': 0.6602415156364441, 'epoch': 0.8}
{'loss': 1.3106, 'grad_norm': 45.24256134033203, 'learning_rate': 4e-05, 'num_tokens': 215861.0, 'mean_token_accuracy': 0.6854224669933319, 'epoch': 0.8}
{'loss': 1.3888, 'grad_norm': 18.306550979614258, 'learning_rate': 4e-05, 'num_tokens': 216458.0, 'mean_token_accuracy': 0.6834358644485473, 'epoch': 0.81}
{'loss': 1.1751, 'grad_norm': 24.867738723754883, 'learning_rate': 4e-05, 'num_tokens': 217049.0, 'mean_token_accuracy': 0.7028320801258087, 'epoch': 0.81}
{'loss': 1.2191, 'grad_norm': 21.201967239379883, 'learning_rate': 4e-05, 'num_tokens': 217603.0, 'mean_token_accuracy': 0.6904665541648864, 'epoch': 0.81}
{'loss': 1.2655, 'grad_norm': 48.784244537353516, 'learning_rate': 4e-05, 'num_tokens': 218176.0, 'mean_token_accuracy': 0.7152758485078812, 'epoch': 0.81}
{'loss': 1.2667, 'grad_norm': 14.398545265197754, 'learning_rate': 4e-05, 'num_tokens': 218730.0, 'mean_token_accuracy': 0.6731858840584755, 'epoch': 0.82}
{'loss': 1.2548, 'grad_norm': 43.323055267333984, 'learning_rate': 4e-05, 'num_tokens': 219314.0, 'mean_token_accuracy': 0.6653214263916015, 'epoch': 0.82}
{'loss': 1.2029, 'grad_norm': 21.020402908325195, 'learning_rate': 4e-05, 'num_tokens': 219843.0, 'mean_token_accuracy': 0.6610201820731163, 'epoch': 0.82}
{'loss': 1.2145, 'grad_norm': 16.51518440246582, 'learning_rate': 4e-05, 'num_tokens': 220455.0, 'mean_token_accuracy': 0.6944979602098464, 'epoch': 0.82}
{'loss': 1.2513, 'grad_norm': 29.413814544677734, 'learning_rate': 4e-05, 'num_tokens': 221113.0, 'mean_token_accuracy': 0.6881665703654289, 'epoch': 0.82}
{'loss': 1.2604, 'grad_norm': 15.627995491027832, 'learning_rate': 4e-05, 'num_tokens': 221719.0, 'mean_token_accuracy': 0.6949413561820984, 'epoch': 0.83}
{'loss': 1.2265, 'grad_norm': 20.67780113220215, 'learning_rate': 4e-05, 'num_tokens': 222295.0, 'mean_token_accuracy': 0.7088256391882897, 'epoch': 0.83}
{'loss': 1.1767, 'grad_norm': 15.848342895507812, 'learning_rate': 4e-05, 'num_tokens': 222867.0, 'mean_token_accuracy': 0.6893199324607849, 'epoch': 0.83}
{'loss': 1.3435, 'grad_norm': 19.14731216430664, 'learning_rate': 4e-05, 'num_tokens': 223447.0, 'mean_token_accuracy': 0.6580429865419865, 'epoch': 0.83}
{'loss': 1.1665, 'grad_norm': 18.159873962402344, 'learning_rate': 4e-05, 'num_tokens': 224024.0, 'mean_token_accuracy': 0.7095414340496063, 'epoch': 0.84}
{'loss': 1.2641, 'grad_norm': 26.8818359375, 'learning_rate': 4e-05, 'num_tokens': 224557.0, 'mean_token_accuracy': 0.7099522933363914, 'epoch': 0.84}
{'loss': 1.221, 'grad_norm': 16.823135375976562, 'learning_rate': 4e-05, 'num_tokens': 225133.0, 'mean_token_accuracy': 0.6948807087540626, 'epoch': 0.84}
{'loss': 1.3664, 'grad_norm': 29.262483596801758, 'learning_rate': 4e-05, 'num_tokens': 225801.0, 'mean_token_accuracy': 0.6883311232924462, 'epoch': 0.84}
{'loss': 1.17, 'grad_norm': 17.53091049194336, 'learning_rate': 4e-05, 'num_tokens': 226386.0, 'mean_token_accuracy': 0.7113152873516083, 'epoch': 0.84}
{'loss': 1.162, 'grad_norm': 35.33421325683594, 'learning_rate': 4e-05, 'num_tokens': 227007.0, 'mean_token_accuracy': 0.7055122125148773, 'epoch': 0.85}
{'loss': 1.2046, 'grad_norm': 48.28972244262695, 'learning_rate': 4e-05, 'num_tokens': 227565.0, 'mean_token_accuracy': 0.6852053582668305, 'epoch': 0.85}
{'loss': 1.1527, 'grad_norm': 11.649073600769043, 'learning_rate': 4e-05, 'num_tokens': 228194.0, 'mean_token_accuracy': 0.7094438809156418, 'epoch': 0.85}
{'loss': 1.204, 'grad_norm': 18.208295822143555, 'learning_rate': 4e-05, 'num_tokens': 228761.0, 'mean_token_accuracy': 0.7012925165891647, 'epoch': 0.85}
{'loss': 1.2245, 'grad_norm': 21.18970489501953, 'learning_rate': 4e-05, 'num_tokens': 229417.0, 'mean_token_accuracy': 0.6849411541223526, 'epoch': 0.86}
{'loss': 1.1429, 'grad_norm': 23.512191772460938, 'learning_rate': 4e-05, 'num_tokens': 230017.0, 'mean_token_accuracy': 0.7009912455081939, 'epoch': 0.86}
{'loss': 1.1445, 'grad_norm': 7.951458930969238, 'learning_rate': 4e-05, 'num_tokens': 230563.0, 'mean_token_accuracy': 0.7368839824199677, 'epoch': 0.86}
{'loss': 1.1059, 'grad_norm': 16.473163604736328, 'learning_rate': 4e-05, 'num_tokens': 231133.0, 'mean_token_accuracy': 0.7350175106525421, 'epoch': 0.86}
{'loss': 1.1415, 'grad_norm': 13.088988304138184, 'learning_rate': 4e-05, 'num_tokens': 231771.0, 'mean_token_accuracy': 0.7100861829519272, 'epoch': 0.86}
{'loss': 1.1999, 'grad_norm': 25.5782413482666, 'learning_rate': 4e-05, 'num_tokens': 232355.0, 'mean_token_accuracy': 0.6876368874311447, 'epoch': 0.87}
{'loss': 1.3353, 'grad_norm': 15.879239082336426, 'learning_rate': 4e-05, 'num_tokens': 232947.0, 'mean_token_accuracy': 0.6293039250373841, 'epoch': 0.87}
{'loss': 1.2293, 'grad_norm': 68.68628692626953, 'learning_rate': 4e-05, 'num_tokens': 233597.0, 'mean_token_accuracy': 0.6763187655806542, 'epoch': 0.87}
{'loss': 1.2313, 'grad_norm': 36.96321105957031, 'learning_rate': 4e-05, 'num_tokens': 234161.0, 'mean_token_accuracy': 0.6872208124399185, 'epoch': 0.87}
{'loss': 1.3084, 'grad_norm': 23.05185317993164, 'learning_rate': 4e-05, 'num_tokens': 234745.0, 'mean_token_accuracy': 0.682616286277771, 'epoch': 0.88}
{'loss': 1.4507, 'grad_norm': 42.541473388671875, 'learning_rate': 4e-05, 'num_tokens': 235310.0, 'mean_token_accuracy': 0.6495391321182251, 'epoch': 0.88}
{'loss': 1.1875, 'grad_norm': 15.558588027954102, 'learning_rate': 4e-05, 'num_tokens': 235928.0, 'mean_token_accuracy': 0.700752649307251, 'epoch': 0.88}
{'loss': 1.2308, 'grad_norm': 17.819683074951172, 'learning_rate': 4e-05, 'num_tokens': 236585.0, 'mean_token_accuracy': 0.6930922520160675, 'epoch': 0.88}
{'loss': 1.2626, 'grad_norm': 32.44755554199219, 'learning_rate': 4e-05, 'num_tokens': 237156.0, 'mean_token_accuracy': 0.6815071892738342, 'epoch': 0.88}
{'loss': 1.2911, 'grad_norm': 22.631784439086914, 'learning_rate': 4e-05, 'num_tokens': 237732.0, 'mean_token_accuracy': 0.6793970102071762, 'epoch': 0.89}
{'loss': 1.2094, 'grad_norm': 7.770352363586426, 'learning_rate': 4e-05, 'num_tokens': 238290.0, 'mean_token_accuracy': 0.7029955634474754, 'epoch': 0.89}
{'loss': 1.2302, 'grad_norm': 42.56848907470703, 'learning_rate': 4e-05, 'num_tokens': 238922.0, 'mean_token_accuracy': 0.6915616428852082, 'epoch': 0.89}
{'loss': 1.1437, 'grad_norm': 22.13239097595215, 'learning_rate': 4e-05, 'num_tokens': 239509.0, 'mean_token_accuracy': 0.7026589894294739, 'epoch': 0.89}
{'loss': 1.3976, 'grad_norm': 20.620689392089844, 'learning_rate': 4e-05, 'num_tokens': 240091.0, 'mean_token_accuracy': 0.662936864644289, 'epoch': 0.9}
{'loss': 1.1308, 'grad_norm': 17.1137638092041, 'learning_rate': 4e-05, 'num_tokens': 240684.0, 'mean_token_accuracy': 0.7126176628470421, 'epoch': 0.9}
{'loss': 1.1811, 'grad_norm': 19.86160659790039, 'learning_rate': 4e-05, 'num_tokens': 241301.0, 'mean_token_accuracy': 0.6840325886011124, 'epoch': 0.9}
{'loss': 1.0933, 'grad_norm': 27.496397018432617, 'learning_rate': 4e-05, 'num_tokens': 241911.0, 'mean_token_accuracy': 0.7065661537647248, 'epoch': 0.9}
{'loss': 1.2844, 'grad_norm': 31.45513916015625, 'learning_rate': 4e-05, 'num_tokens': 242569.0, 'mean_token_accuracy': 0.6702001571655274, 'epoch': 0.9}
{'loss': 1.1695, 'grad_norm': 17.291460037231445, 'learning_rate': 4e-05, 'num_tokens': 243171.0, 'mean_token_accuracy': 0.7042550861835479, 'epoch': 0.91}
{'loss': 1.088, 'grad_norm': 22.880020141601562, 'learning_rate': 4e-05, 'num_tokens': 243703.0, 'mean_token_accuracy': 0.7270889776945114, 'epoch': 0.91}
{'loss': 1.2053, 'grad_norm': 20.25489044189453, 'learning_rate': 4e-05, 'num_tokens': 244269.0, 'mean_token_accuracy': 0.690067997276783, 'epoch': 0.91}
{'loss': 1.0639, 'grad_norm': 17.31331443786621, 'learning_rate': 4e-05, 'num_tokens': 244840.0, 'mean_token_accuracy': 0.7378470873832703, 'epoch': 0.91}
{'loss': 1.227, 'grad_norm': 11.728109359741211, 'learning_rate': 4e-05, 'num_tokens': 245420.0, 'mean_token_accuracy': 0.6927487850189209, 'epoch': 0.92}
{'loss': 1.137, 'grad_norm': 35.53932571411133, 'learning_rate': 4e-05, 'num_tokens': 246046.0, 'mean_token_accuracy': 0.7065522760152817, 'epoch': 0.92}
{'loss': 1.2138, 'grad_norm': 25.409832000732422, 'learning_rate': 4e-05, 'num_tokens': 246585.0, 'mean_token_accuracy': 0.6754011684656143, 'epoch': 0.92}
{'loss': 1.0191, 'grad_norm': 14.337430000305176, 'learning_rate': 4e-05, 'num_tokens': 247196.0, 'mean_token_accuracy': 0.7283881109952927, 'epoch': 0.92}
{'loss': 1.1701, 'grad_norm': 14.657120704650879, 'learning_rate': 4e-05, 'num_tokens': 247823.0, 'mean_token_accuracy': 0.7035365158319473, 'epoch': 0.92}
{'loss': 1.3224, 'grad_norm': 25.714881896972656, 'learning_rate': 4e-05, 'num_tokens': 248356.0, 'mean_token_accuracy': 0.6776564759016037, 'epoch': 0.93}
{'loss': 1.069, 'grad_norm': 16.350502014160156, 'learning_rate': 4e-05, 'num_tokens': 248920.0, 'mean_token_accuracy': 0.6922102880477905, 'epoch': 0.93}
{'loss': 1.1684, 'grad_norm': 22.824745178222656, 'learning_rate': 4e-05, 'num_tokens': 249492.0, 'mean_token_accuracy': 0.7146304383873939, 'epoch': 0.93}
{'loss': 1.1073, 'grad_norm': 39.72710418701172, 'learning_rate': 4e-05, 'num_tokens': 250076.0, 'mean_token_accuracy': 0.6928369116783142, 'epoch': 0.93}
{'loss': 1.264, 'grad_norm': 27.814279556274414, 'learning_rate': 4e-05, 'num_tokens': 250698.0, 'mean_token_accuracy': 0.6680971825122833, 'epoch': 0.94}
{'loss': 1.1541, 'grad_norm': 24.752164840698242, 'learning_rate': 4e-05, 'num_tokens': 251274.0, 'mean_token_accuracy': 0.6896553486585617, 'epoch': 0.94}
{'loss': 1.1812, 'grad_norm': 10.975347518920898, 'learning_rate': 4e-05, 'num_tokens': 251853.0, 'mean_token_accuracy': 0.6899366313219071, 'epoch': 0.94}
{'loss': 1.2477, 'grad_norm': 52.607357025146484, 'learning_rate': 4e-05, 'num_tokens': 252495.0, 'mean_token_accuracy': 0.6526909637451171, 'epoch': 0.94}
{'loss': 1.2119, 'grad_norm': 74.2237777709961, 'learning_rate': 4e-05, 'num_tokens': 253087.0, 'mean_token_accuracy': 0.6755119580030441, 'epoch': 0.94}
{'loss': 1.2245, 'grad_norm': 23.70992088317871, 'learning_rate': 4e-05, 'num_tokens': 253655.0, 'mean_token_accuracy': 0.6961464977264404, 'epoch': 0.95}
{'loss': 1.0876, 'grad_norm': 13.548562049865723, 'learning_rate': 4e-05, 'num_tokens': 254266.0, 'mean_token_accuracy': 0.7140052476525307, 'epoch': 0.95}
{'loss': 1.2581, 'grad_norm': 14.550135612487793, 'learning_rate': 4e-05, 'num_tokens': 254880.0, 'mean_token_accuracy': 0.6912953132390975, 'epoch': 0.95}
{'loss': 1.0893, 'grad_norm': 42.77511215209961, 'learning_rate': 4e-05, 'num_tokens': 255491.0, 'mean_token_accuracy': 0.7276189637184143, 'epoch': 0.95}
{'loss': 1.0628, 'grad_norm': 23.554500579833984, 'learning_rate': 4e-05, 'num_tokens': 256073.0, 'mean_token_accuracy': 0.7220099985599517, 'epoch': 0.96}
{'loss': 1.0775, 'grad_norm': 15.869665145874023, 'learning_rate': 4e-05, 'num_tokens': 256698.0, 'mean_token_accuracy': 0.7147472929954529, 'epoch': 0.96}
{'loss': 1.006, 'grad_norm': 30.308124542236328, 'learning_rate': 4e-05, 'num_tokens': 257341.0, 'mean_token_accuracy': 0.7271163958311081, 'epoch': 0.96}
{'loss': 1.0687, 'grad_norm': 16.562246322631836, 'learning_rate': 4e-05, 'num_tokens': 257892.0, 'mean_token_accuracy': 0.6950956624746323, 'epoch': 0.96}
{'loss': 1.2345, 'grad_norm': 91.16238403320312, 'learning_rate': 4e-05, 'num_tokens': 258463.0, 'mean_token_accuracy': 0.6482289783656597, 'epoch': 0.96}
{'loss': 1.0232, 'grad_norm': 38.37443161010742, 'learning_rate': 4e-05, 'num_tokens': 259056.0, 'mean_token_accuracy': 0.740765769481659, 'epoch': 0.97}
{'loss': 1.1458, 'grad_norm': 25.290220260620117, 'learning_rate': 4e-05, 'num_tokens': 259606.0, 'mean_token_accuracy': 0.6937901252508163, 'epoch': 0.97}
{'loss': 1.1753, 'grad_norm': 13.418160438537598, 'learning_rate': 4e-05, 'num_tokens': 260162.0, 'mean_token_accuracy': 0.7000981569290161, 'epoch': 0.97}
{'loss': 1.2425, 'grad_norm': 21.725309371948242, 'learning_rate': 4e-05, 'num_tokens': 260737.0, 'mean_token_accuracy': 0.7062473174929619, 'epoch': 0.97}
{'loss': 1.0547, 'grad_norm': 29.390295028686523, 'learning_rate': 4e-05, 'num_tokens': 261330.0, 'mean_token_accuracy': 0.7147474020719529, 'epoch': 0.98}
{'loss': 1.0781, 'grad_norm': 19.113950729370117, 'learning_rate': 4e-05, 'num_tokens': 261901.0, 'mean_token_accuracy': 0.7284194278717041, 'epoch': 0.98}
{'loss': 1.0847, 'grad_norm': 22.409652709960938, 'learning_rate': 4e-05, 'num_tokens': 262508.0, 'mean_token_accuracy': 0.7194518285989762, 'epoch': 0.98}
{'loss': 1.198, 'grad_norm': 28.47807502746582, 'learning_rate': 4e-05, 'num_tokens': 263118.0, 'mean_token_accuracy': 0.6845680797100067, 'epoch': 0.98}
{'loss': 1.1058, 'grad_norm': 19.05344581604004, 'learning_rate': 4e-05, 'num_tokens': 263745.0, 'mean_token_accuracy': 0.71237253844738, 'epoch': 0.98}
{'loss': 1.1431, 'grad_norm': 18.4437255859375, 'learning_rate': 4e-05, 'num_tokens': 264408.0, 'mean_token_accuracy': 0.7082576495409012, 'epoch': 0.99}
{'loss': 1.1028, 'grad_norm': 22.387767791748047, 'learning_rate': 4e-05, 'num_tokens': 265072.0, 'mean_token_accuracy': 0.7075418061017991, 'epoch': 0.99}
{'loss': 1.1474, 'grad_norm': 10.970163345336914, 'learning_rate': 4e-05, 'num_tokens': 265693.0, 'mean_token_accuracy': 0.6868306440114975, 'epoch': 0.99}
{'loss': 1.1472, 'grad_norm': 15.709324836730957, 'learning_rate': 4e-05, 'num_tokens': 266309.0, 'mean_token_accuracy': 0.7064395940303803, 'epoch': 0.99}
{'loss': 1.2294, 'grad_norm': 43.307010650634766, 'learning_rate': 4e-05, 'num_tokens': 266922.0, 'mean_token_accuracy': 0.6934194555878639, 'epoch': 0.99}
{'loss': 1.2964, 'grad_norm': 26.00014877319336, 'learning_rate': 4e-05, 'num_tokens': 267466.0, 'mean_token_accuracy': 0.7115154345333576, 'epoch': 1.0}
{'loss': 1.2058, 'grad_norm': 36.454593658447266, 'learning_rate': 4e-05, 'num_tokens': 268058.0, 'mean_token_accuracy': 0.6396459507942199, 'epoch': 1.0}
{'train_runtime': 3743.8437, 'train_samples_per_second': 6.041, 'train_steps_per_second': 6.041, 'train_loss': 1.716549483996536, 'num_tokens': 268265.0, 'mean_token_accuracy': 0.7574887832005819, 'epoch': 1.0}
